foodid;foodname;energia_laskennallinen;rasva;hiilihydraatti_imeytyvä;hiilihydraatti_erotuksena;proteiini;alkoholi;tuhka;vesi
29237;LESE, RUISLESE;1168.10000;4.30000;26.00000;64.70000;15.00000;0.00000;2.00000;14.00000
29293;LIHAPATA, PALAPAISTI, RUOANVALMISTUSRASVA, KESKIARVO;406.74000;4.02900;2.16500;2.32400;12.90000;0.00000;1.19300;72.21000
32195;NAKKI, BROILERNAKKI, KEVYT, RASVAA 5 %;435.10000;5.18200;2.10300;2.12700;12.20000;0.00000;1.77600;78.84000
7096;PORSAANKYLJYS, SILAVATON, GRILLATTU;1182.31000;18.27900;0.13900;0.21100;29.55000;0.00000;2.58200;64.35000
34671;SEKALEIPÄ, SIEMENLEIPÄ, KIVIKAUDEN LEIPÄ, KOTITEKOINEN;2259.02000;48.37900;3.97500;11.32100;19.94000;0.00000;3.35300;18.82000
32747;PIZZAPOHJA, HIIVATAIKINA;990.92000;3.94200;41.45900;42.82900;7.16000;0.00000;1.40500;39.99000
1000;RUISVELLI, VESI, RUISJAUHO, SUOLAA;77.67000;0.11100;3.40300;4.46200;0.55000;0.00000;0.65500;73.40000
34391;TÄYTETTY LEIPÄ, PATONKI, KASVISPIHVI, SUBWAY;763.14000;4.22100;29.20800;31.37700;5.37000;0.00000;1.40800;57.64000
11513;PORSAANFILEE, SISÄFILEE, RASVAA 4,5 %;523.50000;4.50000;0.00000;0.04000;21.00000;0.00000;0.86000;73.60000
31468;MANGO-CHUTNEY, HAPANIMELÄKASTIKE;686.83000;0.15400;36.02400;41.60800;0.80000;0.00000;2.23400;54.12000
3310;SALAATTI, KIINANKAALI-ANANAS;159.63000;0.10000;7.60600;8.56000;0.92000;0.00000;0.48000;89.94000
31258;KERMAVAAHTO SOKERITON, KOTITEKOINEN;1381.40000;35.00000;3.00000;2.92100;2.00000;0.00000;0.48200;59.66000
706;SIANKYLKI;1394.05000;30.90000;0.00000;0.00000;14.75000;0.00000;0.61000;53.74000
29054;PAAHTOLEIPÄ, KAURAPAAHTOLEIPÄ, VESI, VEHNÄJAUHO, KAURAHIUTALE;1068.90000;3.36600;45.70900;48.47600;8.06000;0.00000;1.88000;36.76000
32759;PIZZA, KASVISPIZZA, SIENI, SIPULI, PAPRIKA, OLIIVI;694.03000;7.56100;16.09600;19.31100;7.24000;0.00000;1.87300;60.10000
7063;LIHAPATA, JAUHELIHA, LIHALIEMI, KASVIKSIA;602.27000;11.08600;3.20800;3.92200;7.52000;0.00000;1.06600;81.55000
32771;KIVENNÄISVESI, NOVELLE PLUS, KALSIUMIA, HARTWALL;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.28000;99.72000
32781;LOHIPASTA, PASTALAATIKKO, KOKKIKARTANO SNELLMAN, VALMISATERIA;538.35000;5.89600;12.30500;14.40600;5.53000;0.00000;1.58800;56.99000
8046;KALA-KASVISPAISTOS, SEITI, SEKAVIHANNEKSET, SULATEJUUSTO, MAITO;416.65000;4.93200;2.77600;3.89900;10.64000;0.00000;2.12600;80.41000
29248;PERUNALAATIKKO, SILAKKALAATIKKO, KEVYTMAITO, EI PEKONIA;399.16000;3.20800;8.41700;9.77800;7.62000;0.00000;1.67400;78.97000
34490;KURPITSAKEITTO, RUOANVALMISTUSKERMA;165.52000;2.63600;2.09500;3.09400;0.98000;0.00000;1.22800;91.68000
833;MÄTITAHNA;1711.35000;35.80000;12.50000;12.50000;10.25000;0.00000;3.70000;37.75000
3260;HERKKUSIENIMUHENNOS, KEVYTMAITO;626.39000;12.16800;5.87900;9.25600;3.11000;0.00000;1.23400;71.85000
1244;RUSKEA KASTIKE, RASVA-JAUHOSUURUS;375.27000;7.23500;5.35300;5.57400;0.86000;0.00000;0.80700;85.47000
7869;KIELI, NAUDAN, KEITETTY, SUOLAA;1189.93000;21.28000;0.00000;0.49700;23.68000;0.00000;2.05000;66.54000
752;KALKKUNA NAHKOINEEN;573.80000;5.40000;0.00000;0.00000;22.00000;0.00000;0.73000;71.87000
1013;KARJALANPIIRAKKA, PERINTEINEN, VOIDELTU, RIISI, RUISVEHNÄKUORI;620.87000;3.20200;24.27700;27.48200;4.22000;0.00000;1.36900;82.30000
32864;RÖSSYPOTTU;395.06000;2.68800;11.95600;14.01700;4.67000;0.00000;1.38000;75.81000
32998;KEKSI, KAURAKEKSI, KANANMUNAA, LIDL;1993.30000;22.64600;61.36500;63.79300;5.28000;0.00000;1.19200;9.65000
30605;TONNIKALA, PAISTETTU;774.42000;8.65200;0.00800;0.04500;26.72000;0.00000;2.04800;63.59000
11680;PERUNA, KUORITTU, SUURTALOUSTUOTE, SUOJAKAASUPAKATTU;315.26000;0.11400;15.50000;17.91100;1.88000;0.00000;1.10000;79.00000
6022;LUUMU-KERMAHYYTELÖ;949.49000;14.52500;20.62600;22.35400;2.26000;0.00000;0.48800;60.40000
851;KANANMUNAN KELTUAINEN, 34 % KANANMUNAN MASSASTA;1353.67000;29.17000;0.20000;0.20000;15.94000;0.00000;1.41000;53.28000
1530;RAPARPERI-RIISIPUURO, VESI, SOKERI;371.06000;0.09100;20.26600;19.95900;0.74000;0.00000;0.30200;66.55000
34669;KALAKEITTO, LOHISELJANKA;317.41000;4.45800;2.63500;3.18200;6.10000;0.00000;1.15200;85.17000
34262;KINKKUKASTIKE, RUOKAKERMA;578.81000;9.71100;2.12000;2.30600;9.46000;0.00000;2.68700;75.82000
29032;KASVISGRATIINI, KERMAINEN;446.45000;7.64700;3.18400;6.46900;4.84000;0.00000;2.07500;79.16000
35629;SMOOTHIE, MARLI HEDELMÄINEN SMOOTHIE + D&C-VITAMIINIT;233.32000;0.20700;12.03500;13.10300;0.55000;0.00000;0.46300;85.75000
32230;AHVEN, PAISTETTU VOISSA, EI KORPPUJAUHOJA;594.71000;7.27700;0.06500;0.03200;19.08000;0.00000;2.29900;71.90000
33072;JAUHELIHAKEITTO, SAARIOINEN, VALMISATERIA;161.09000;0.86500;4.77900;5.85500;2.32000;0.00000;1.19100;70.93000
805;KUHA;333.22000;0.43300;0.00000;0.00000;18.65800;0.00000;1.06700;80.40000
31592;KAKUN MOKKAKUORRUTUS;1639.04000;7.19200;79.86500;80.60700;0.54000;0.00000;0.34500;11.31000
32283;HILLOPIIRAKKA, PULLAPOHJA, TÄYSMAITO, FRUKTOOSILLA MAKEUTETTU;1039.98000;5.84300;42.05600;42.90000;5.15000;0.00000;0.81700;45.90000
1139;MUNKKI, KEVYTMAITO, KOTITEKOINEN;1309.67000;9.86700;47.25300;48.62900;7.37000;0.00000;0.89200;35.79000
32613;KATKARAPUMUHENNOS, KERMAA, SUURUSTETTU VEHNÄJAUHOILLA;632.69000;10.36800;6.25000;6.83000;8.09000;0.00000;1.84700;71.44000
7067;LIHAKASTIKE, RUSKEA KASTIKE, SIANLAPA, EI RASVAA;518.53000;8.19500;2.36600;2.55500;10.18000;0.00000;1.45100;60.00000
649;RAEJUUSTO, RASVAA 2-5 %;385.27000;2.00000;2.50000;2.50000;15.81000;0.00000;0.90000;78.78500
33588;MUNAKAS, KASVISMUNAKAS;518.98000;9.21900;1.10700;2.00000;8.96000;0.00000;1.43300;76.64000
28958;MAISSI, MAISSINTÄHKÄ, GRILLATTU;465.05000;3.58200;16.60500;19.00400;1.82000;0.00000;0.52500;42.63000
33845;MEETVURSTI TAI SALAMI, KEVYT RASVAA, 22 %;1226.11000;22.06200;0.24000;0.49000;23.82000;0.00000;5.12500;48.23000
34240;SUPPILOVAHVERO;100.93000;0.83800;0.42200;7.59800;2.17500;0.00000;0.87600;88.51200
1342;RUISLEIPÄ, TUMMA TÄYSJYVÄLEIPÄ VÄHÄSUOLAINEN;1010.98000;1.46900;44.75000;54.64700;6.86000;0.00000;1.80900;30.00000
33035;HAMPURILAINEN, VALMISHAMPURILAINEN, JUUSTOHAMPURILAINEN, MCENNEDY, LIDL;1297.63000;16.37000;25.60500;26.79200;13.00000;0.00000;2.01000;40.93000
32284;HILLOPIIRAKKA, PULLAPOHJA, KEVYTMAITO, FRUKTOOSILLA MAKEUTETTU;1026.58000;5.48100;42.05600;42.90000;5.15000;0.00000;0.80900;46.27000
30331;LENKKIMAKKARA, JUUSTOINEN, GRILLATTU;1057.05000;17.11300;7.95000;8.11300;12.26000;0.00000;2.50300;67.51000
29128;VIILI, MAUSTAMATON, RASVATON;157.10000;0.50000;4.70000;5.27700;3.30000;0.00000;0.72800;90.50000
25;LIIVATE;1642.16000;0.10000;0.00000;0.00000;96.38000;0.00000;1.30000;2.22000
35475;KAHVI, ESPRESSOKAHVIJUOMA;15.86000;0.15000;0.30000;0.79400;0.31000;0.00000;0.25000;98.50000
8038;KALA-KASVISPAISTOS, TUORE KALA, MAITO, SEKAVIHANNEKSET, MUNA;478.07000;5.47800;3.46500;4.43300;12.39000;0.00000;2.20000;79.45000
30336;LENKKIMAKKARA, JUUSTOINEN, UUNISSA;1057.05000;17.11300;7.95000;8.11300;12.26000;0.00000;2.50300;67.51000
32360;MARGARIINI 60 %, BENECOL LAKTOOSITON;2220.00000;60.00000;0.00000;0.00000;0.00000;0.00000;0.91800;39.08000
1320;SEKALEIPÄ, TATTARILEIPÄ, VESI, TATTARIJAUHO, LUONTAISESTI GLUTEENITON;935.53000;4.49000;35.76600;39.30100;7.84000;0.00000;1.14600;43.37000
34661;KANANMUNA, LUOMU, KEITETTY;699.60000;11.72600;0.35700;0.35700;15.27000;0.00000;1.04800;71.60000
31846;PAAHTOLEIPÄ, KAURAPAAHTO, FAZER, VEHNÄJAUHO, KAURAHIUTALE,-KUITU;1139.66000;3.47800;48.16800;54.07900;8.22000;0.00000;1.63300;27.22000
32072;SALAATTI, AURINKOSALAATTI, HK;343.95000;4.40600;8.95100;7.58900;0.59000;0.00000;0.77800;86.69000
34974;SOIJAVÄLIPALA, ALPRO GO ON, HAPATETTU, MAUSTAMATON, RASVAA 3,6 %;285.07000;3.36300;2.54400;4.04700;6.20000;0.00000;1.25000;85.14000
449;LAKKA, SUOMUURAIN, HILLA;230.98000;1.05700;6.84600;11.42600;1.47400;0.00000;0.38000;85.66300
29046;RUSKEA KASTIKE, RASVA-JAUHOSUURUS, VOI;260.26000;4.44800;4.72200;4.84300;0.80000;0.00000;0.95300;83.14000
29285;NAUDANLIHALEIKE, LEIVITETTY, PAISTETTU ÖLJYSSÄ;961.37000;10.88200;10.80500;11.80000;21.82000;0.00000;1.84600;52.36000
32984;NÄKKILEIPÄ, KAURANÄKKILEIPÄ, WASA, KAURA-, VEHNÄJAUHO, KAURAHIUTALE;1500.69000;5.21600;64.14100;69.52500;11.92000;0.00000;2.53400;10.02000
30292;LENKKIMAKKARA, JUUSTOINEN;983.06000;15.91500;7.39400;7.54500;11.40000;0.00000;2.32800;62.78000
828;TONNIKALA, ÖLJYSSÄ, SÄILYKE;794.13000;9.00000;0.00000;0.00000;27.13000;0.00000;3.10000;60.77000
35495;ATERIANKORVIKE, SPAGHETTI BOLOGNESE, JAUHE, CAMBRIDGE;1497.31000;8.19600;42.01500;50.51500;24.35000;0.00000;2.29300;14.82000
3309;SALAATTI, TOMAATTI-PAPU-SIPULI;122.28000;0.24500;4.24200;6.07600;1.29000;0.00000;0.63800;91.75000
1284;MANNAPUURO, VESI, TUMMA MANNASUURIMO, SUOLAA;151.08000;0.12900;6.95400;7.59800;1.35000;0.00000;0.57900;70.85000
11197;MAUSTEKASTIKE, RUSKEA, HP-KASTIKE;454.60000;0.00000;25.20000;25.20000;0.35000;0.00000;1.40000;73.05000
946;TÄRKKELYSSIIRAPPI, GLUKOOSISIIRAPPI;1326.00000;0.00000;78.00000;77.96000;0.00000;0.00000;0.04000;22.00000
32096;HAMPURILAINEN, JUUSTOHAMPURILAINEN, HESBURGER;1085.34000;15.47400;18.09700;19.26100;13.16000;0.00000;1.92100;50.54000
11571;TUOREJUUSTO, RASVAA 11 %, MAUSTAMATON;616.06000;11.00000;4.00000;4.50000;7.40000;0.00000;1.49500;75.61000
34426;KASVISKASTIKE, KASVISCURRY, KOOKOSMAITO, KIKHERNE;486.79000;8.00200;7.01200;10.76700;3.00000;0.00000;1.00800;78.85000
34470;PASTA CARBONARA, PEKONI;890.26000;14.06600;11.10700;12.38700;10.36000;0.00000;1.74500;62.41000
34209;BROILERI, KOIPI, NAHKOINEEN, UUNISSA;699.27000;6.43800;0.00000;0.00000;27.12000;0.00000;2.38000;73.71000
34446;BROILERIKASTIKE, SITRUUNA, TURKKILAINEN JOGURTTI;972.05000;17.98500;7.03900;7.59800;10.71000;0.00000;1.38600;62.70000
34189;SIANLIHA, 0-LAJITELMA, SIAN KASTIKELIHA, RAAKA;593.78000;6.53800;0.00000;0.00000;20.69800;0.00000;1.12000;72.09000
32073;MYSLI, MUROMYSLI, MARJAINEN, KESKIARVO, PIRKKA/RAINBOW;1727.79000;13.47000;59.51500;65.28700;9.51000;0.00000;1.83900;10.02000
34528;KAKKU, SUKLAARAAKAKAKKU;1941.06000;38.48500;21.37600;28.27800;6.51000;0.00000;2.07600;26.38000
8111;MUSTEKALA, FRITEERATTU;790.59000;11.75700;3.82700;4.30800;16.76000;0.00000;2.07900;68.42000
34413;JAUHELIHAPIHVI, SIKA-NAUTA, PAISTETTU ILMAN RASVAA;1007.71000;17.39100;5.77200;6.39300;15.46000;0.00000;1.57800;59.41000
8063;KIRJOLOHI, LEIVITETTY, PAISTETTU;1019.90000;16.95400;4.62300;5.12400;18.37000;0.00000;2.05500;63.56000
529;TEOLLISUUSMARGARIINI 80 %, KAULINTAMARGARIINI;2960.00000;80.00000;0.00000;0.49200;0.00000;0.00000;1.50800;18.00000
11568;(ARC) RASVASEOS 60%, D-VITAMIINIA 10 UG;2254.00000;60.00000;0.50000;0.24300;0.50000;0.00000;1.25700;38.00000
32177;SALAATINKASTIKE, THOUSAND ISLAND, KEVYT, FELIX, RYPSIÖLJYPOHJAINEN, RASVAA 15 %;783.95000;15.31300;11.36000;11.91900;1.02000;0.00000;1.62000;70.31000
390;TÄYSMEHU, TOMAATTIMEHU;93.41000;0.30000;3.35000;5.15000;0.55000;0.00000;1.00000;93.00000
34432;KALAKEITTO, KIRJOLOHIKEITTO, KERMA;438.68000;7.46800;4.40600;5.02400;4.88000;0.00000;1.13000;81.78000
32816;LIHAPIIRAKKA, KESKIARVO, TEOLLINEN;1192.03000;13.18800;31.46200;33.88200;9.09000;0.00000;1.49100;32.99000
30572;GRILLIMAKKARA, TUOTEKESKIARVO;960.44000;17.30600;8.36600;6.50500;10.39000;0.00000;2.19000;63.60900
33735;MYSLI, KELLOGGS EXTRA FRUIT;1912.77000;21.98200;54.59100;61.38400;6.59000;0.00000;1.76600;8.28000
189;JAUHO, JAUHOSEOS, RUIS-VEHNÄ;1353.84000;1.74500;66.69400;73.98100;10.58000;0.00000;1.03000;13.90000
2025;RANSKANPERUNA, UUNISSA KYPSENNETTY;1088.51000;6.63200;44.21100;45.20000;4.47000;0.00000;2.00000;46.96000
30574;MEHU, HÖYRYMEHU, MUSTAHERUKKA, LAIMENTAMATON, SOKERITON;147.30000;0.54400;4.85800;7.38800;0.69000;0.00000;0.45900;91.00000
32238;KIRJOLOHIFILEE, KASVIRASVAKERMA, EI KORPPUJAUHOJA, UUNISSA;789.36000;12.57500;0.34400;0.23400;18.71000;0.00000;2.50700;64.31000
33208;KYLMÄ KASTIKE, AVOKADOKASTIKE, GUACAMOLE, TEOLLINEN;373.84000;5.89000;6.83100;8.81700;1.46000;0.00000;2.23600;81.60000
32735;JOGURTTI, MAUSTAMATON, A+, RASVAA 2,5 %, VL, D-VIT 1 UG;224.00000;2.40000;4.80000;4.80200;3.00000;0.00000;0.70800;89.09000
120;NUUDELI, VEHNÄNUUDELI;1467.02000;3.30000;66.40000;69.70000;11.16000;0.00000;1.60000;14.24000
34389;PIZZA, KINKKU-KATKARAPU-HERKKUSIENI-TONNIKALAPIZZA;765.91000;7.30800;16.72800;18.80900;11.66000;0.00000;1.85000;60.63000
35644;MAKARONILAATIKKO, KALA-MAKARONILAATIKKO, TONNIKALA, KEVYTMAITO, GLUTEENITON;471.33000;3.86200;9.18000;9.98700;9.89000;0.00000;1.63100;79.23000
578;MAJONEESI, RASVAA 27-33 %;1240.80000;30.00000;6.19400;6.19400;1.50000;0.00000;1.60000;60.71000
802;SILAKKA, SAVUSTETTU, ITÄMERI;597.73000;7.54000;0.00000;0.00000;18.75000;0.00000;3.40000;70.31000
30205;LIHAPULLA, LIHAPYÖRYKKÄ, TEOLLINEN;991.73000;15.82900;11.14400;11.50400;12.34000;0.00000;2.41000;57.91700
31530;VOI, LAKTOOSITON;3041.89000;81.30000;0.80000;0.80300;1.19000;0.00000;1.70000;15.01000
7307;LIHAPATA, LAMMASKAALI, LAMMAS, KAALI, LIHALIEMI;505.27000;8.50800;3.29400;4.41200;7.35000;0.00000;1.48600;90.12000
31668;VIINERI, VANILJAKIISSELI, KEVYTMAITO;1397.52000;18.49400;33.93900;34.78900;7.20000;0.00000;1.01800;39.13000
34699;ATERIASALAATTI, CAESARSALAATTI, KATKARAPU, CAESARKASTIKE, KRUTONKI;847.94000;14.97400;8.28000;9.43100;8.55000;0.00000;1.39900;65.96000
29015;PIRTELÖ, MARJA-JOGURTTIJUOMA, JÄÄTELÖÄ;332.75000;3.02900;8.70000;9.74700;2.76000;0.00000;0.76200;83.78000
1510;OHRAPUURO, MAITO, OHRAHIUTALE, SUOLAA;332.61000;1.69300;11.45300;13.71100;3.83000;0.00000;1.27700;89.39000
31675;PASTA, SPAGETTI, MAKARONI, LUONTAISESTI GLUTEENITON;1498.24000;1.66300;75.29000;77.73400;7.96000;0.00000;0.95000;11.04000
31966;KERMA, KUOHUKERMA, KASVIRASVAKERMA, FLORA KUOHU, RASVAA 26 %;1068.74000;26.00100;4.48100;4.48000;1.74000;0.00000;0.48700;67.30000
32035;ATERIA-AINEKSET, NAUDANLIHA-RIISI-PATA, KYPSENNETTY;529.69000;6.71700;8.75400;9.20300;7.60000;0.00000;1.28400;75.21000
35611;MÄNNYNHERKKUTATTI, PAKASTE;118.32000;0.30000;3.26600;4.40000;2.10000;0.00000;0.40000;92.80000
34140;KOOKOSÖLJY;3700.00000;100.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000
33048;RUOANVALMISTUSKERMA, KASVIRASVAKERMA, RASVAA 7 %;343.71000;7.00000;3.58500;3.60100;1.33000;0.00000;0.35500;87.71000
34983;HERAPROTEIINIKONSENTRAATTI;1650.00000;6.00000;9.00000;9.00000;75.00000;0.00000;0.00000;10.00000
3001;PORKKANASURVOS;165.53000;0.35000;6.69400;9.92200;1.05000;0.00000;1.34300;82.95000
1162;MARJAPIIRAKKA, PULLAPOHJA, RASVATON MAITO;935.74000;3.87200;39.14400;41.37300;5.49000;0.00000;0.69200;48.16000
31651;KEKSI, SUKLAAKUORRUTE, TEOLLINEN, KESKIARVO;2010.78000;23.36900;59.06400;59.71100;7.60000;0.00000;1.52700;7.36000
34708;JAUHELIHAKASTIKE, TOMAATTINEN, LAMPAANLIHA, SUURUSTAMATON;586.19000;9.65300;2.30500;5.42400;10.43000;0.00000;1.78100;73.58000
1239;MAITOKASTIKE, VALKOKASTIKE, KEVYTMAITO, RASVA-JAUHOSUURUS;512.68000;7.66600;9.43300;10.65000;3.79000;0.00000;1.22500;91.90000
34500;ATERIASALAATTI, MANSIKKA-HALLOUMISALAATTI, ÖLJYKASTIKE;685.29000;12.17500;6.04300;7.50500;6.45000;0.00000;2.34300;71.85000
11006;RUISLEIPÄ, RUISSIHTILEIPÄ, VESI, RUISSIHTI-, HIIVALEIPÄJAUHO;929.29000;1.10100;42.56200;46.99100;7.12000;0.00000;1.22400;39.48000
29008;KASVISLIEMIKUUTIO;1274.52000;23.50000;13.50000;17.60500;9.50000;0.00000;45.39500;4.00000
11730;SEKALEIPÄ, GRAHAMSÄMPYLÄ, VESI;1211.28000;5.21300;49.85900;53.00100;8.38000;0.00000;1.66200;26.13000
31830;RUISLEIPÄ, SAARISTOLAISLEIPÄ, RUKIINEN, SAARISTOLAISPALAT, VAASAN;1074.77000;1.34400;49.05300;56.47700;6.71000;0.00000;2.39900;33.49000
33438;KAHVI, CAFFE LATTE, MAKEUTTAMATON, RASVATON MAITO;102.82000;0.09600;3.50300;3.76900;2.23000;0.00000;0.60700;93.30000
33141;(ARC)JOGURTTI, KERROSJOGURTTI, VALIO, RASVAA 2 %, VL, D-VITAMIINIA 0,9 UG;372.63000;2.15600;12.73600;14.31200;3.29000;0.00000;0.66300;79.56000
33499;SOIJAROUHE, VAALEA TAI TUMMA;1399.96000;2.39000;20.89000;35.89000;49.20000;0.00000;5.58000;6.94000
31790;KAKKU, DAIM-KAKKU, ALMONDY, PAKASTE;1837.51000;28.53000;38.19500;38.69900;7.37000;0.00000;1.76400;23.69000
30455;KERMAVIILI, RASVAA 3,5 % ,VL;268.24000;3.50000;4.81700;4.81700;3.20000;0.00000;0.70700;87.78000
33739;MAITO, TÄYSMAITO, RASVAA 4,4 %, EI LISÄTTY D-VITAMIINIA, HOMOGENOIMATON;296.30000;4.40000;4.70000;4.70000;3.00000;0.00000;0.75000;87.15000
7162;LIHAKASTIKE, TILLILIHA;398.77000;2.52700;4.19200;4.26100;13.71000;0.00000;1.50300;82.69000
11695;RYPSIÖLJY, KYLMÄPURISTETTU;3700.00000;100.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000
34422;BROILERIKASTIKE, VOIKANA, BUTTER CHICKEN;674.51000;11.22200;3.49300;4.85600;10.94000;0.00000;1.84300;71.54000
32904;ATERIASALAATTI, KALKKUNASALAATTI, HEDELMÄINEN, KERMAVIILIKASTIKE;385.14000;3.46900;6.15000;7.95500;8.18000;0.00000;0.85300;80.23000
35631;JAUHELIHA-NACHOPAISTOS;967.94000;15.52500;11.51400;12.02700;11.07000;0.00000;1.72400;60.37000
33494;PAPRIKA, PUNAINEN, SÄILYKE;83.65000;0.30000;2.70000;3.90000;0.80000;0.00000;3.75000;91.25000
1278;MANNAPUURO, VISPIPUURO, PUOLUKKA;299.33000;0.27400;14.81600;16.25200;1.31000;0.00000;0.27100;68.62000
6017;PASHA;1465.96000;26.39200;22.67600;24.23500;5.15000;0.00000;0.91300;43.33000
30614;(ARC) KASVIRASVALEVITE 25%, PIRKKA;966.98000;25.00000;2.44800;2.11900;0.01000;0.00000;1.54400;71.34000
32910;ATERIASALAATTI, PAAHTOPAISTISALAATTI, PERUNAA, ÖLJYKASTIKE;398.61000;4.92800;5.09000;6.67500;6.90000;0.00000;1.52400;82.08000
33882;MARGARIINI 80 %, FLORA KULTA;2972.63000;80.01900;0.25000;0.25400;0.31000;0.00000;1.37000;18.00000
1007;RUISPUURO, RUISJAUHO, PUOLUKKA, SOKERITON, SUOLAA;215.63000;0.35400;9.24800;12.36700;1.36000;0.00000;0.68300;69.23000
32768;PIZZA, ÄYRIÄISPIZZA, KATKARAPU, SINISIMPUKKA, OLIIVI;783.49000;7.60200;17.51300;19.73600;11.30000;0.00000;1.83300;55.34000
31748;PIIRAKAN KERMAVIILITÄYTE;864.07000;11.21900;21.24800;21.24800;4.69000;0.00000;0.67400;61.96000
391;SOIJAPAPU, KUIVATTU;1565.47000;17.70000;10.30000;26.00500;35.88000;0.00000;4.70000;15.72000
32697;MYSLI, MUROMYSLI;1919.28000;15.58000;68.77800;74.33600;7.26000;0.00000;1.36200;1.84000
29219;PINAATTIOHUKAINEN, MAIDOTON;540.89000;5.97900;13.77700;14.44500;4.49000;0.00000;1.03700;76.41000
32843;PINAATTIKOHOKAS, KERMA;821.98000;17.85900;3.52600;4.15700;5.45000;0.00000;1.78500;74.84000
34405;HAMPURILAINEN, BATAATTIBURGERI, NAUDANLIHA;746.78000;11.42000;8.76500;10.69000;9.47000;0.00000;1.67500;67.19000
11150;BROILERI, MARINOITU, ILMAN NAHKAA, RAAKA;658.41000;8.83000;0.12600;0.16000;19.37000;0.00000;1.80000;69.84000
30664;SUOLAPÄHKINÄ-HEDELMÄ-SEKOITUS;1899.90000;29.65500;26.02800;37.56400;16.70000;0.00000;4.15400;11.93000
33519;MAKEUTUSAINE, STEVIA, CANDEREL GREEN -JAUHE;1598.17000;0.00000;94.00000;94.00000;0.01000;0.00000;;5.99000
33436;RUUSUNMARJA, KUIVATTU, RUUSUNMARJAJAUHE;1172.99000;6.30000;16.16000;73.95000;8.20000;0.00000;3.50000;8.05000
34555;OHUKAINEN, SOIJAJUOMA, RIISIJAUHO, GLUTEENITON, MAIDOTON, KANANMUNATON;571.03000;4.29800;20.39400;21.39800;3.36000;0.00000;0.98400;70.06000
33315;HAPANIMELÄBROILERI JASMIINIRIISILLÄ, KITCHEN JOY THAI-CUBE, VALMISATERIA;593.58000;1.90500;24.05800;25.75800;5.70000;0.00000;0.92500;65.71000
31621;KEKSI, KAURAKEKSI, TEOLLINEN, KESKIARVO;1904.93000;19.28300;61.13600;64.19300;7.28000;0.00000;1.85900;7.39000
3287;SALAATTI, PORKKANA-KURPITSA, RAASTE;210.80000;0.20000;10.13600;12.89500;0.65000;0.00000;1.25400;85.00000
34527;FENKOLIKEITTO, KERMA;191.02000;3.51900;1.67800;3.46700;0.95000;0.00000;1.24200;91.01000
33486;(ARC) MARGARIINI 60%, KEIJU DELI VOIMAKAS, D-VIT 20 UG;2210.92000;60.00000;0.70000;0.70200;0.50000;0.00000;1.36800;37.44000
3285;SALAATTI, PORKKANA-PUOLUKKA, RAASTE;165.91000;0.33700;6.55000;10.47500;0.60000;0.00000;0.69600;87.89000
28944;HUNAJAMELONI, PUNNITTU KUORINEEN;77.44000;0.07000;3.90000;3.30000;0.31000;0.00000;0.25000;46.10000
33102;PÄHKINÄ, HUNAJAPAAHDETTU MAAPÄHKINÄ;2441.47000;45.77000;15.67000;24.10000;24.47000;0.00000;2.20000;3.46000
31734;MAKEAN PIIRAKAN PULLAPOHJA, VESI, MAIDOTON, KANANMUNATON;1309.47000;9.64100;47.98800;48.43500;6.85000;0.00000;0.86900;35.16000
34975;SOIJAVÄLIPALA, ALPRO GO ON, HAPATETTU, MAUSTETTU, RASVAA 2,9 %;355.50000;2.85100;9.06600;10.36600;5.00000;0.00000;1.21300;80.57000
31364;HAMPURILAINEN, SIKA-NAUTAPIHVI JA VEHNÄSÄMPYLÄ;903.87000;10.49600;22.32900;25.60100;9.48000;0.00000;1.36400;52.28000
33725;JOGURTTI, MAUSTETTU, REDUCOL, RASVAA 2 %, VL, KASVISTEROLI JA -STANOLI, PROB.;344.87000;2.04500;12.91600;13.11400;2.67000;0.00000;0.65300;81.52000
32103;HAMPURILAINEN, TAVALLINEN, MCDONALDS;980.67000;9.32900;25.35700;27.42000;13.46000;0.00000;1.67000;48.64000
33473;PULLA, KESKIRASVAINEN, GLUTEENITON, KOTITEKOINEN, KEVYTMAITO, VEHNÄTÄRKKELYS;1342.00000;7.39200;58.23200;59.64300;4.50000;0.00000;1.27200;28.39000
32542;KEKSI, SUKLAAPISARA, JYVÄSHYVÄ, LU;1943.50000;19.13900;64.79400;64.62400;6.84000;0.00000;1.50100;8.88000
186;PASTA, SPAGETTI, PINAATTISPAGETTI, KEITETTY, SUOLATON;448.61000;0.79900;20.12200;21.93900;4.06000;0.00000;0.20700;73.00000
31895;PERUNALAATIKKO, LIHA-PERUNASOSELAATIKKO, ATRIA, VALMISATERIA;483.98000;5.59200;11.32200;12.50300;4.60000;0.00000;1.49700;56.99000
33200;VIILI, MAUSTETTU, RASVAA 1 %, LAKTOOSITON;334.12000;1.00000;14.06800;14.35700;3.23000;0.00000;0.65100;80.75000
501;(ARC) RASVASEOS 80 %;2990.43000;80.00000;0.60000;0.80000;1.19000;0.00000;1.70000;16.00000
